Price,Close,High,Low,Open,Volume
Ticker,1050.SR,1050.SR,1050.SR,1050.SR,1050.SR
Date,,,,,
2024-01-01,17.520774841308594,17.71378254126254,17.349212252822735,17.585110175712856,1057167
2024-01-02,17.563663482666016,17.64944392081398,17.30632047148112,17.520773263592034,2137822
2024-01-03,17.027528762817383,17.56365978175376,16.984638552780975,17.413544046626335,2588546
2024-01-04,17.499326705932617,17.542216921457303,16.791633059552698,16.941750510629962,2916245
2024-01-07,18.035457611083984,18.249910383279563,17.585106959147353,17.585106959147353,1595473
2024-01-08,18.078346252441406,18.271353900290052,17.735222864842136,17.735222864842136,1530002
2024-01-09,17.585107803344727,18.22846615081677,17.585107803344727,18.22846615081677,1546000
2024-01-10,17.499326705932617,17.88534034239566,17.477881598170274,17.88534034239566,935971
2024-01-11,17.370656967163086,17.69233529715027,17.370656967163086,17.585108055993906,1038186
2024-01-14,17.3277645111084,17.585107506403553,17.113311732238955,17.39210153248786,401183
2024-01-15,17.69233512878418,17.992568347031163,17.370656801858193,17.47788234525321,1641905
2024-01-16,17.670888900756836,18.014012314626946,17.670888900756836,17.906785081283218,1526790
2024-01-17,17.649444580078125,17.928232711213656,17.56366413872598,17.692336497495262,1691905
2024-01-18,17.263429641723633,17.713780319551567,17.156202401090773,17.713780319551567,2249648
2024-01-21,16.96319580078125,17.434991570107297,16.96319580078125,17.434991570107297,563138
2024-01-22,16.96319580078125,16.96319580078125,16.96319580078125,16.96319580078125,0
2024-01-23,17.585107803344727,17.756670368685455,17.349209912279072,17.69233504296053,1039594
2024-01-24,17.756671905517578,17.88534256810382,17.52077399403506,17.60655443575922,664431
2024-01-25,17.649444580078125,17.75667182850937,17.585109249064015,17.75667182850937,747989
2024-01-28,17.799558639526367,17.84244885198645,17.413545030644894,17.413545030644894,444451
2024-01-29,18.292802810668945,18.400028361363976,17.82100699412871,17.88534232454573,1865368
2024-01-30,17.69233512878418,18.4214739140931,17.4135470192162,18.40002710867316,2325151
2024-01-31,17.156200408935547,17.82100379409217,17.156200408935547,17.434990184163716,1298973
2024-02-01,17.39210319519043,17.585109187557688,17.11331336828894,17.156203588814996,1730895
2024-02-04,17.349210739135742,17.413547764667875,17.156203056021365,17.26343030074758,150376
2024-02-05,17.39210319519043,17.585109187557688,17.156203588814996,17.306321057397255,973350
2024-02-06,16.44850730895996,16.920304751800057,16.148274115098808,16.920304751800057,6648896
2024-02-07,16.44850730895996,16.512844326512262,16.234056239588277,16.44850730895996,2129200
2024-02-08,16.44850730895996,16.512844326512262,16.234056239588277,16.44850730895996,2129200
2024-02-11,16.255502700805664,16.448508679319914,15.955269481931447,16.27694780952947,2711235
2024-02-12,16.234058380126953,16.405619258245427,16.212613270362144,16.255503489891762,688990
2024-02-13,16.44850730895996,16.512844326512262,16.234056239588277,16.234056239588277,1073542
2024-02-14,16.341283798217773,16.427064236590752,16.255503359844795,16.298393579031284,920231
2024-02-15,16.555736541748047,16.555736541748047,16.29839353065199,16.405619078299928,1488845
2024-02-18,16.598628997802734,16.662966031803197,16.51284854812376,16.598628997802734,1652943
2024-02-19,16.555736541748047,16.620073567077814,16.427064187829515,16.59862676080722,4710802
2024-02-20,16.384174346923828,16.53429181383672,16.191168356702878,16.51284670381217,3004895
2024-02-21,16.46995735168457,16.555737796303163,16.255504543396956,16.384175210324845,3711684
2024-02-25,16.255502700805664,16.55573591967988,16.234057592081857,16.534290810956076,2305654
2024-02-26,16.341283798217773,16.427064236590752,16.12683100554432,16.255503359844795,8597242
2024-02-27,16.169723510742188,16.341284393740306,16.019606041377767,16.29839417299078,5245380
2024-02-28,16.29839324951172,16.469955819530043,16.126830679493395,16.126830679493395,3668188
2024-02-29,16.341283798217773,16.469956152518247,16.27694846943804,16.27694846943804,2557746
2024-03-03,16.191165924072266,16.362726778492622,16.126828906923844,16.29839145808499,1162757
2024-03-04,16.1268310546875,16.362728957673045,16.041050616053123,16.341283848014452,4145715
2024-03-05,16.1268310546875,16.1268310546875,16.1268310546875,16.1268310546875,0
2024-03-06,16.0624942779541,16.212611728774768,15.826596396230691,15.826596396230691,1233908
2024-03-07,16.148273468017578,16.341281119458834,16.105383255861906,16.148273468017578,1405626
2024-03-10,16.44850730895996,16.512844326512262,16.083938794287302,16.276946453462614,1630375
2024-03-11,16.44850730895996,16.577179647323767,16.31983666733695,16.491399219575094,1312403
2024-03-12,16.341283798217773,16.555736590891225,16.27694846943804,16.555736590891225,1045418
2024-03-13,16.31983757019043,16.491400131919836,16.298392462066865,16.448508218931813,840891
2024-03-14,16.641517639160156,16.7058529637382,16.319837622788157,16.384172947366196,4260992
2024-03-17,16.705854415893555,16.72729952595035,16.469956508527762,16.469956508527762,974526
2024-03-18,16.662961959838867,16.877413031630425,16.36272706584905,16.70585217419718,2804046
2024-03-19,16.770187377929688,16.83452269901522,16.598624824960794,16.64151673575862,1169398
2024-03-20,16.534290313720703,16.813078415487126,16.534290313720703,16.813078415487126,848051
2024-03-21,16.662961959838867,16.81307771009296,16.55573472720227,16.620071745480555,1413077
2024-03-24,16.620073318481445,16.727298864525547,16.534291184905186,16.59862651253165,406835
2024-03-25,16.44850730895996,16.66296177181324,16.44850730895996,16.620071557938903,956291
2024-03-26,16.255502700805664,16.577181028403686,16.255502700805664,16.491400593508462,1479383
2024-03-27,16.148273468017578,16.362726225536672,15.998157725472721,16.276945801225327,2341492
2024-03-28,16.705854415893555,16.83452507623433,16.212613491105174,16.212613491105174,3060356
2024-03-31,16.341283798217773,16.705854054784947,16.341283798217773,16.705854054784947,644846
2024-04-01,16.341283798217773,16.469956152518247,16.148276115137566,16.341283798217773,805842
2024-04-02,16.105384826660156,16.362727821434227,15.998159285813001,16.298392496925935,2945564
2024-04-03,16.255502700805664,16.27694780952947,16.062495025550476,16.148275460445696,2669772
2024-04-04,16.42706298828125,16.42706298828125,16.191166800681557,16.2983923404996,2620928
2024-04-14,16.42706298828125,16.42706298828125,16.42706298828125,16.42706298828125,0
2024-04-15,16.0624942779541,16.276947051951826,16.01960406250273,16.25550194422614,2368669
2024-04-16,15.80515193939209,16.105385156656748,15.80515193939209,16.041049830830236,2690258
2024-04-17,15.655035018920898,15.912379724528568,15.569254581545668,15.82659759041235,2902946
2024-04-18,15.655035018920898,16.019605271247606,15.655035018920898,15.783707371724734,3367754
2024-04-21,15.655035018920898,15.805152481068541,15.569254581545668,15.740817153037117,993448
2024-04-22,15.869487762451172,15.912377976426955,15.590697978126977,15.74081542378302,1492630
2024-04-23,15.655035018920898,15.89093461518476,15.569254581545668,15.869489505840953,3608704
2024-04-24,15.462028503417969,15.740816612046894,15.462028503417969,15.740816612046894,1344271
2024-04-25,15.483473777770996,15.890934239143213,15.419138451261999,15.740816780547938,5381950
2024-04-28,15.483473777770996,15.483473777770996,15.483473777770996,15.483473777770996,0
2024-04-29,15.719372749328613,15.805153190554488,15.504919949522861,15.547810170135799,3098220
2024-04-30,15.719372749328613,15.955270659440833,15.655035721668144,15.955270659440833,2823710
2024-05-01,15.504919052124023,15.740816948582868,15.504919052124023,15.740816948582868,1392226
2024-05-02,15.719372749328613,15.76226296994155,15.547810170135799,15.612145501055206,1127203
2024-05-05,15.740816116333008,15.805151440127249,15.655033987866476,15.783706332195836,514488
2024-05-06,15.719372749328613,15.890935328521428,15.547810170135799,15.783708080248019,2057950
2024-05-07,15.612144470214844,15.6979249057768,15.547809143543377,15.633589579105333,965126
2024-05-08,15.633587837219238,15.719369959964347,15.526362304713807,15.719369959964347,2205418
2024-05-09,15.483473777770996,15.655034648461658,15.462028668934664,15.633589539625326,1655156
